"candidate","township","count","county"
"Harris, d","Rochester Ward 3",1,"STRAFFORD COUNTY"
"Hewes, d","Rochester Ward 3",0,"STRAFFORD COUNTY"
"Klobuchar, d","Rochester Ward 3",145,"STRAFFORD COUNTY"
"Koos, d","Rochester Ward 3",2,"STRAFFORD COUNTY"
"Kraus, d","Rochester Ward 3",0,"STRAFFORD COUNTY"
"Krichevsky, d","Rochester Ward 3",0,"STRAFFORD COUNTY"
"Moroz, d","Rochester Ward 3",0,"STRAFFORD COUNTY"
"Patrick, d","Rochester Ward 3",5,"STRAFFORD COUNTY"
"Sanders, d","Rochester Ward 3",247,"STRAFFORD COUNTY"
"Sestak, d","Rochester Ward 3",0,"STRAFFORD COUNTY"
"Sloan, d","Rochester Ward 3",0,"STRAFFORD COUNTY"
"Steyer, d","Rochester Ward 3",50,"STRAFFORD COUNTY"
"Thistle, d","Rochester Ward 3",0,"STRAFFORD COUNTY"
"Torgesen, d","Rochester Ward 3",0,"STRAFFORD COUNTY"
"Warren, d","Rochester Ward 3",61,"STRAFFORD COUNTY"
"Wells, d","Rochester Ward 3",0,"STRAFFORD COUNTY"
"Williamson, d","Rochester Ward 3",0,"STRAFFORD COUNTY"
"Yang, d","Rochester Ward 3",28,"STRAFFORD COUNTY"
"Scatter","Rochester Ward 3",0,"STRAFFORD COUNTY"
"Bennet, d","Rochester Ward 4",3,"STRAFFORD COUNTY"
"Biden, d","Rochester Ward 4",107,"STRAFFORD COUNTY"
"Booker, d","Rochester Ward 4",0,"STRAFFORD COUNTY"
"Boyd, d","Rochester Ward 4",0,"STRAFFORD COUNTY"
"Bullock, d","Rochester Ward 4",0,"STRAFFORD COUNTY"
"Burke, d","Rochester Ward 4",0,"STRAFFORD COUNTY"
"Buttigieg, d","Rochester Ward 4",186,"STRAFFORD COUNTY"
"Castro, d","Rochester Ward 4",0,"STRAFFORD COUNTY"
"De La Fuente, d","Rochester Ward 4",0,"STRAFFORD COUNTY"
"Delaney, d","Rochester Ward 4",1,"STRAFFORD COUNTY"
"Dunlap, d","Rochester Ward 4",2,"STRAFFORD COUNTY"
"Ellinger, d","Rochester Ward 4",0,"STRAFFORD COUNTY"
"Gabbard, d","Rochester Ward 4",39,"STRAFFORD COUNTY"
"Gleiberman, d","Rochester Ward 4",0,"STRAFFORD COUNTY"
"Greenstein, d","Rochester Ward 4",1,"STRAFFORD COUNTY"
"Harris, d","Rochester Ward 4",0,"STRAFFORD COUNTY"
"Hewes, d","Rochester Ward 4",1,"STRAFFORD COUNTY"
"Klobuchar, d","Rochester Ward 4",153,"STRAFFORD COUNTY"
"Koos, d","Rochester Ward 4",0,"STRAFFORD COUNTY"
"Kraus, d","Rochester Ward 4",0,"STRAFFORD COUNTY"
"Krichevsky, d","Rochester Ward 4",0,"STRAFFORD COUNTY"
"Moroz, d","Rochester Ward 4",0,"STRAFFORD COUNTY"
"Patrick, d","Rochester Ward 4",3,"STRAFFORD COUNTY"
"Sanders, d","Rochester Ward 4",256,"STRAFFORD COUNTY"
"Sestak, d","Rochester Ward 4",0,"STRAFFORD COUNTY"
"Sloan, d","Rochester Ward 4",0,"STRAFFORD COUNTY"
"Steyer, d","Rochester Ward 4",41,"STRAFFORD COUNTY"
"Thistle, d","Rochester Ward 4",1,"STRAFFORD COUNTY"
"Torgesen, d","Rochester Ward 4",0,"STRAFFORD COUNTY"
"Warren, d","Rochester Ward 4",81,"STRAFFORD COUNTY"
"Wells, d","Rochester Ward 4",1,"STRAFFORD COUNTY"
"Williamson, d","Rochester Ward 4",0,"STRAFFORD COUNTY"
"Yang, d","Rochester Ward 4",24,"STRAFFORD COUNTY"
"Scatter","Rochester Ward 4",0,"STRAFFORD COUNTY"
"Bennet, d","Rochester Ward 5",2,"STRAFFORD COUNTY"
"Biden, d","Rochester Ward 5",77,"STRAFFORD COUNTY"
"Booker, d","Rochester Ward 5",0,"STRAFFORD COUNTY"
"Boyd, d","Rochester Ward 5",0,"STRAFFORD COUNTY"
"Bullock, d","Rochester Ward 5",0,"STRAFFORD COUNTY"
"Burke, d","Rochester Ward 5",0,"STRAFFORD COUNTY"
"Buttigieg, d","Rochester Ward 5",218,"STRAFFORD COUNTY"
"Castro, d","Rochester Ward 5",0,"STRAFFORD COUNTY"
"De La Fuente, d","Rochester Ward 5",0,"STRAFFORD COUNTY"
"Delaney, d","Rochester Ward 5",0,"STRAFFORD COUNTY"
"Dunlap, d","Rochester Ward 5",1,"STRAFFORD COUNTY"
"Ellinger, d","Rochester Ward 5",0,"STRAFFORD COUNTY"
"Gabbard, d","Rochester Ward 5",38,"STRAFFORD COUNTY"
"Gleiberman, d","Rochester Ward 5",0,"STRAFFORD COUNTY"
"Greenstein, d","Rochester Ward 5",0,"STRAFFORD COUNTY"
"Harris, d","Rochester Ward 5",2,"STRAFFORD COUNTY"
"Hewes, d","Rochester Ward 5",0,"STRAFFORD COUNTY"
"Klobuchar, d","Rochester Ward 5",151,"STRAFFORD COUNTY"
"Koos, d","Rochester Ward 5",0,"STRAFFORD COUNTY"
"Kraus, d","Rochester Ward 5",0,"STRAFFORD COUNTY"
"Krichevsky, d","Rochester Ward 5",0,"STRAFFORD COUNTY"
"Moroz, d","Rochester Ward 5",0,"STRAFFORD COUNTY"
"Patrick, d","Rochester Ward 5",2,"STRAFFORD COUNTY"
"Sanders, d","Rochester Ward 5",193,"STRAFFORD COUNTY"
"Sestak, d","Rochester Ward 5",1,"STRAFFORD COUNTY"
"Sloan, d","Rochester Ward 5",0,"STRAFFORD COUNTY"
"Steyer, d","Rochester Ward 5",45,"STRAFFORD COUNTY"
"Thistle, d","Rochester Ward 5",0,"STRAFFORD COUNTY"
"Torgesen, d","Rochester Ward 5",0,"STRAFFORD COUNTY"
"Warren, d","Rochester Ward 5",60,"STRAFFORD COUNTY"
"Wells, d","Rochester Ward 5",1,"STRAFFORD COUNTY"
"Williamson, d","Rochester Ward 5",0,"STRAFFORD COUNTY"
"Yang, d","Rochester Ward 5",17,"STRAFFORD COUNTY"
"Scatter","Rochester Ward 5",0,"STRAFFORD COUNTY"
"Bennet, d","Rochester Ward 6",0,"STRAFFORD COUNTY"
"Biden, d","Rochester Ward 6",58,"STRAFFORD COUNTY"
"Booker, d","Rochester Ward 6",0,"STRAFFORD COUNTY"
"Boyd, d","Rochester Ward 6",0,"STRAFFORD COUNTY"
"Bullock, d","Rochester Ward 6",0,"STRAFFORD COUNTY"
"Burke, d","Rochester Ward 6",1,"STRAFFORD COUNTY"
"Buttigieg, d","Rochester Ward 6",176,"STRAFFORD COUNTY"
"Castro, d","Rochester Ward 6",0,"STRAFFORD COUNTY"
"De La Fuente, d","Rochester Ward 6",0,"STRAFFORD COUNTY"
"Delaney, d","Rochester Ward 6",0,"STRAFFORD COUNTY"
"Dunlap, d","Rochester Ward 6",0,"STRAFFORD COUNTY"
"Ellinger, d","Rochester Ward 6",0,"STRAFFORD COUNTY"
"Gabbard, d","Rochester Ward 6",32,"STRAFFORD COUNTY"
"Gleiberman, d","Rochester Ward 6",1,"STRAFFORD COUNTY"
"Greenstein, d","Rochester Ward 6",0,"STRAFFORD COUNTY"
"Harris, d","Rochester Ward 6",0,"STRAFFORD COUNTY"
"Hewes, d","Rochester Ward 6",0,"STRAFFORD COUNTY"
"Klobuchar, d","Rochester Ward 6",137,"STRAFFORD COUNTY"
"Koos, d","Rochester Ward 6",0,"STRAFFORD COUNTY"
"Kraus, d","Rochester Ward 6",0,"STRAFFORD COUNTY"
"Krichevsky, d","Rochester Ward 6",0,"STRAFFORD COUNTY"
"Moroz, d","Rochester Ward 6",0,"STRAFFORD COUNTY"
"Patrick, d","Rochester Ward 6",3,"STRAFFORD COUNTY"
"Sanders, d","Rochester Ward 6",276,"STRAFFORD COUNTY"
"Sestak, d","Rochester Ward 6",0,"STRAFFORD COUNTY"
"Sloan, d","Rochester Ward 6",0,"STRAFFORD COUNTY"
"Steyer, d","Rochester Ward 6",45,"STRAFFORD COUNTY"
"Thistle, d","Rochester Ward 6",0,"STRAFFORD COUNTY"
"Torgesen, d","Rochester Ward 6",0,"STRAFFORD COUNTY"
"Warren, d","Rochester Ward 6",81,"STRAFFORD COUNTY"
"Wells, d","Rochester Ward 6",0,"STRAFFORD COUNTY"
"Williamson, d","Rochester Ward 6",0,"STRAFFORD COUNTY"
"Yang, d","Rochester Ward 6",28,"STRAFFORD COUNTY"
"Scatter","Rochester Ward 6",0,"STRAFFORD COUNTY"
"Bennet, d","Rollinsford",3,"STRAFFORD COUNTY"
"Biden, d","Rollinsford",44,"STRAFFORD COUNTY"
"Booker, d","Rollinsford",0,"STRAFFORD COUNTY"
"Boyd, d","Rollinsford",0,"STRAFFORD COUNTY"
"Bullock, d","Rollinsford",0,"STRAFFORD COUNTY"
"Burke, d","Rollinsford",0,"STRAFFORD COUNTY"
"Buttigieg, d","Rollinsford",159,"STRAFFORD COUNTY"
"Castro, d","Rollinsford",0,"STRAFFORD COUNTY"
"De La Fuente, d","Rollinsford",0,"STRAFFORD COUNTY"
"Delaney, d","Rollinsford",0,"STRAFFORD COUNTY"
"Dunlap, d","Rollinsford",0,"STRAFFORD COUNTY"
"Ellinger, d","Rollinsford",0,"STRAFFORD COUNTY"
"Gabbard, d","Rollinsford",27,"STRAFFORD COUNTY"
"Gleiberman, d","Rollinsford",0,"STRAFFORD COUNTY"
"Greenstein, d","Rollinsford",0,"STRAFFORD COUNTY"
"Harris, d","Rollinsford",0,"STRAFFORD COUNTY"
"Hewes, d","Rollinsford",0,"STRAFFORD COUNTY"
"Klobuchar, d","Rollinsford",119,"STRAFFORD COUNTY"
"Koos, d","Rollinsford",1,"STRAFFORD COUNTY"
"Kraus, d","Rollinsford",0,"STRAFFORD COUNTY"
"Krichevsky, d","Rollinsford",0,"STRAFFORD COUNTY"
"Moroz, d","Rollinsford",0,"STRAFFORD COUNTY"
"Patrick, d","Rollinsford",2,"STRAFFORD COUNTY"
"Sanders, d","Rollinsford",234,"STRAFFORD COUNTY"
"Sestak, d","Rollinsford",0,"STRAFFORD COUNTY"
"Sloan, d","Rollinsford",0,"STRAFFORD COUNTY"
"Steyer, d","Rollinsford",18,"STRAFFORD COUNTY"
"Thistle, d","Rollinsford",0,"STRAFFORD COUNTY"
"Torgesen, d","Rollinsford",0,"STRAFFORD COUNTY"
"Warren, d","Rollinsford",53,"STRAFFORD COUNTY"
"Wells, d","Rollinsford",0,"STRAFFORD COUNTY"
"Williamson, d","Rollinsford",0,"STRAFFORD COUNTY"
"Yang, d","Rollinsford",21,"STRAFFORD COUNTY"
"Scatter","Rollinsford",0,"STRAFFORD COUNTY"
"Bennet, d","Somersworth Ward 1",2,"STRAFFORD COUNTY"
"Biden, d","Somersworth Ward 1",49,"STRAFFORD COUNTY"
"Booker, d","Somersworth Ward 1",0,"STRAFFORD COUNTY"
"Boyd, d","Somersworth Ward 1",1,"STRAFFORD COUNTY"
"Bullock, d","Somersworth Ward 1",0,"STRAFFORD COUNTY"
"Burke, d","Somersworth Ward 1",0,"STRAFFORD COUNTY"
"Buttigieg, d","Somersworth Ward 1",119,"STRAFFORD COUNTY"
"Castro, d","Somersworth Ward 1",0,"STRAFFORD COUNTY"
"De La Fuente, d","Somersworth Ward 1",0,"STRAFFORD COUNTY"
"Delaney, d","Somersworth Ward 1",0,"STRAFFORD COUNTY"
"Dunlap, d","Somersworth Ward 1",0,"STRAFFORD COUNTY"
"Ellinger, d","Somersworth Ward 1",0,"STRAFFORD COUNTY"
"Gabbard, d","Somersworth Ward 1",28,"STRAFFORD COUNTY"
"Gleiberman, d","Somersworth Ward 1",0,"STRAFFORD COUNTY"
"Greenstein, d","Somersworth Ward 1",0,"STRAFFORD COUNTY"
"Harris, d","Somersworth Ward 1",0,"STRAFFORD COUNTY"
"Hewes, d","Somersworth Ward 1",0,"STRAFFORD COUNTY"
"Klobuchar, d","Somersworth Ward 1",81,"STRAFFORD COUNTY"
"Koos, d","Somersworth Ward 1",0,"STRAFFORD COUNTY"
"Kraus, d","Somersworth Ward 1",0,"STRAFFORD COUNTY"
"Krichevsky, d","Somersworth Ward 1",0,"STRAFFORD COUNTY"
"Moroz, d","Somersworth Ward 1",0,"STRAFFORD COUNTY"
"Patrick, d","Somersworth Ward 1",1,"STRAFFORD COUNTY"
"Sanders, d","Somersworth Ward 1",157,"STRAFFORD COUNTY"
"Sestak, d","Somersworth Ward 1",0,"STRAFFORD COUNTY"
"Sloan, d","Somersworth Ward 1",0,"STRAFFORD COUNTY"
"Steyer, d","Somersworth Ward 1",28,"STRAFFORD COUNTY"
"Thistle, d","Somersworth Ward 1",0,"STRAFFORD COUNTY"
"Torgesen, d","Somersworth Ward 1",0,"STRAFFORD COUNTY"
"Warren, d","Somersworth Ward 1",67,"STRAFFORD COUNTY"
"Wells, d","Somersworth Ward 1",0,"STRAFFORD COUNTY"
"Williamson, d","Somersworth Ward 1",1,"STRAFFORD COUNTY"
"Yang, d","Somersworth Ward 1",22,"STRAFFORD COUNTY"
"Scatter","Somersworth Ward 1",0,"STRAFFORD COUNTY"
"Bennet, d","Somersworth Ward 2",2,"STRAFFORD COUNTY"
"Biden, d","Somersworth Ward 2",55,"STRAFFORD COUNTY"
"Booker, d","Somersworth Ward 2",0,"STRAFFORD COUNTY"
"Boyd, d","Somersworth Ward 2",0,"STRAFFORD COUNTY"
"Bullock, d","Somersworth Ward 2",0,"STRAFFORD COUNTY"
"Burke, d","Somersworth Ward 2",0,"STRAFFORD COUNTY"
"Buttigieg, d","Somersworth Ward 2",95,"STRAFFORD COUNTY"
"Castro, d","Somersworth Ward 2",0,"STRAFFORD COUNTY"
"De La Fuente, d","Somersworth Ward 2",0,"STRAFFORD COUNTY"
"Delaney, d","Somersworth Ward 2",1,"STRAFFORD COUNTY"
"Dunlap, d","Somersworth Ward 2",0,"STRAFFORD COUNTY"
"Ellinger, d","Somersworth Ward 2",0,"STRAFFORD COUNTY"
"Gabbard, d","Somersworth Ward 2",14,"STRAFFORD COUNTY"
"Gleiberman, d","Somersworth Ward 2",0,"STRAFFORD COUNTY"
"Greenstein, d","Somersworth Ward 2",0,"STRAFFORD COUNTY"
"Harris, d","Somersworth Ward 2",0,"STRAFFORD COUNTY"
"Hewes, d","Somersworth Ward 2",0,"STRAFFORD COUNTY"
"Klobuchar, d","Somersworth Ward 2",61,"STRAFFORD COUNTY"
"Koos, d","Somersworth Ward 2",0,"STRAFFORD COUNTY"
"Kraus, d","Somersworth Ward 2",0,"STRAFFORD COUNTY"
"Krichevsky, d","Somersworth Ward 2",0,"STRAFFORD COUNTY"
"Moroz, d","Somersworth Ward 2",0,"STRAFFORD COUNTY"
"Patrick, d","Somersworth Ward 2",2,"STRAFFORD COUNTY"
"Sanders, d","Somersworth Ward 2",130,"STRAFFORD COUNTY"
"Sestak, d","Somersworth Ward 2",1,"STRAFFORD COUNTY"
"Sloan, d","Somersworth Ward 2",0,"STRAFFORD COUNTY"
"Steyer, d","Somersworth Ward 2",13,"STRAFFORD COUNTY"
"Thistle, d","Somersworth Ward 2",0,"STRAFFORD COUNTY"
"Torgesen, d","Somersworth Ward 2",0,"STRAFFORD COUNTY"
"Warren, d","Somersworth Ward 2",50,"STRAFFORD COUNTY"
"Wells, d","Somersworth Ward 2",0,"STRAFFORD COUNTY"
"Williamson, d","Somersworth Ward 2",0,"STRAFFORD COUNTY"
"Yang, d","Somersworth Ward 2",19,"STRAFFORD COUNTY"
"Scatter","Somersworth Ward 2",0,"STRAFFORD COUNTY"
"Bennet, d","Somersworth Ward 3",2,"STRAFFORD COUNTY"
"Biden, d","Somersworth Ward 3",45,"STRAFFORD COUNTY"
"Booker, d","Somersworth Ward 3",0,"STRAFFORD COUNTY"
"Boyd, d","Somersworth Ward 3",0,"STRAFFORD COUNTY"
"Bullock, d","Somersworth Ward 3",0,"STRAFFORD COUNTY"
"Burke, d","Somersworth Ward 3",0,"STRAFFORD COUNTY"
"Buttigieg, d","Somersworth Ward 3",79,"STRAFFORD COUNTY"
"Castro, d","Somersworth Ward 3",0,"STRAFFORD COUNTY"
"De La Fuente, d","Somersworth Ward 3",0,"STRAFFORD COUNTY"
"Delaney, d","Somersworth Ward 3",0,"STRAFFORD COUNTY"
"Dunlap, d","Somersworth Ward 3",0,"STRAFFORD COUNTY"
"Ellinger, d","Somersworth Ward 3",0,"STRAFFORD COUNTY"
"Gabbard, d","Somersworth Ward 3",15,"STRAFFORD COUNTY"
"Gleiberman, d","Somersworth Ward 3",0,"STRAFFORD COUNTY"
"Greenstein, d","Somersworth Ward 3",1,"STRAFFORD COUNTY"
"Harris, d","Somersworth Ward 3",0,"STRAFFORD COUNTY"
"Hewes, d","Somersworth Ward 3",0,"STRAFFORD COUNTY"
"Klobuchar, d","Somersworth Ward 3",60,"STRAFFORD COUNTY"
"Koos, d","Somersworth Ward 3",0,"STRAFFORD COUNTY"
"Kraus, d","Somersworth Ward 3",0,"STRAFFORD COUNTY"
"Krichevsky, d","Somersworth Ward 3",0,"STRAFFORD COUNTY"
"Moroz, d","Somersworth Ward 3",0,"STRAFFORD COUNTY"
"Patrick, d","Somersworth Ward 3",3,"STRAFFORD COUNTY"
"Sanders, d","Somersworth Ward 3",140,"STRAFFORD COUNTY"
"Sestak, d","Somersworth Ward 3",0,"STRAFFORD COUNTY"
"Sloan, d","Somersworth Ward 3",0,"STRAFFORD COUNTY"
"Steyer, d","Somersworth Ward 3",25,"STRAFFORD COUNTY"
"Thistle, d","Somersworth Ward 3",0,"STRAFFORD COUNTY"
"Torgesen, d","Somersworth Ward 3",0,"STRAFFORD COUNTY"
"Warren, d","Somersworth Ward 3",37,"STRAFFORD COUNTY"
"Wells, d","Somersworth Ward 3",0,"STRAFFORD COUNTY"
"Williamson, d","Somersworth Ward 3",0,"STRAFFORD COUNTY"
"Yang, d","Somersworth Ward 3",14,"STRAFFORD COUNTY"
"Scatter","Somersworth Ward 3",0,"STRAFFORD COUNTY"
"Bennet, d","Somersworth Ward 4",2,"STRAFFORD COUNTY"
"Biden, d","Somersworth Ward 4",39,"STRAFFORD COUNTY"
"Booker, d","Somersworth Ward 4",2,"STRAFFORD COUNTY"
"Boyd, d","Somersworth Ward 4",0,"STRAFFORD COUNTY"
"Bullock, d","Somersworth Ward 4",4,"STRAFFORD COUNTY"
"Burke, d","Somersworth Ward 4",0,"STRAFFORD COUNTY"
"Buttigieg, d","Somersworth Ward 4",118,"STRAFFORD COUNTY"
"Castro, d","Somersworth Ward 4",0,"STRAFFORD COUNTY"
"De La Fuente, d","Somersworth Ward 4",0,"STRAFFORD COUNTY"
"Delaney, d","Somersworth Ward 4",1,"STRAFFORD COUNTY"
"Dunlap, d","Somersworth Ward 4",0,"STRAFFORD COUNTY"
"Ellinger, d","Somersworth Ward 4",0,"STRAFFORD COUNTY"
"Gabbard, d","Somersworth Ward 4",17,"STRAFFORD COUNTY"
"Gleiberman, d","Somersworth Ward 4",0,"STRAFFORD COUNTY"
"Greenstein, d","Somersworth Ward 4",0,"STRAFFORD COUNTY"
"Harris, d","Somersworth Ward 4",1,"STRAFFORD COUNTY"
"Hewes, d","Somersworth Ward 4",0,"STRAFFORD COUNTY"
"Klobuchar, d","Somersworth Ward 4",88,"STRAFFORD COUNTY"
"Koos, d","Somersworth Ward 4",0,"STRAFFORD COUNTY"
"Kraus, d","Somersworth Ward 4",0,"STRAFFORD COUNTY"
"Krichevsky, d","Somersworth Ward 4",0,"STRAFFORD COUNTY"
"Moroz, d","Somersworth Ward 4",0,"STRAFFORD COUNTY"
"Patrick, d","Somersworth Ward 4",2,"STRAFFORD COUNTY"
"Sanders, d","Somersworth Ward 4",135,"STRAFFORD COUNTY"
"Sestak, d","Somersworth Ward 4",0,"STRAFFORD COUNTY"
"Sloan, d","Somersworth Ward 4",0,"STRAFFORD COUNTY"
"Steyer, d","Somersworth Ward 4",23,"STRAFFORD COUNTY"
"Thistle, d","Somersworth Ward 4",0,"STRAFFORD COUNTY"
"Torgesen, d","Somersworth Ward 4",0,"STRAFFORD COUNTY"
"Warren, d","Somersworth Ward 4",42,"STRAFFORD COUNTY"
"Wells, d","Somersworth Ward 4",0,"STRAFFORD COUNTY"
"Williamson, d","Somersworth Ward 4",0,"STRAFFORD COUNTY"
"Yang, d","Somersworth Ward 4",12,"STRAFFORD COUNTY"
"Scatter","Somersworth Ward 4",0,"STRAFFORD COUNTY"
"Bennet, d","Somersworth Ward 5",2,"STRAFFORD COUNTY"
"Biden, d","Somersworth Ward 5",15,"STRAFFORD COUNTY"
"Booker, d","Somersworth Ward 5",0,"STRAFFORD COUNTY"
"Boyd, d","Somersworth Ward 5",0,"STRAFFORD COUNTY"
"Bullock, d","Somersworth Ward 5",0,"STRAFFORD COUNTY"
"Burke, d","Somersworth Ward 5",0,"STRAFFORD COUNTY"
"Buttigieg, d","Somersworth Ward 5",81,"STRAFFORD COUNTY"
"Castro, d","Somersworth Ward 5",0,"STRAFFORD COUNTY"
"De La Fuente, d","Somersworth Ward 5",0,"STRAFFORD COUNTY"
"Delaney, d","Somersworth Ward 5",0,"STRAFFORD COUNTY"
"Dunlap, d","Somersworth Ward 5",0,"STRAFFORD COUNTY"
"Ellinger, d","Somersworth Ward 5",0,"STRAFFORD COUNTY"
"Gabbard, d","Somersworth Ward 5",14,"STRAFFORD COUNTY"
"Gleiberman, d","Somersworth Ward 5",0,"STRAFFORD COUNTY"
"Greenstein, d","Somersworth Ward 5",0,"STRAFFORD COUNTY"
"Harris, d","Somersworth Ward 5",0,"STRAFFORD COUNTY"
"Hewes, d","Somersworth Ward 5",1,"STRAFFORD COUNTY"
"Klobuchar, d","Somersworth Ward 5",50,"STRAFFORD COUNTY"
"Koos, d","Somersworth Ward 5",0,"STRAFFORD COUNTY"
"Kraus, d","Somersworth Ward 5",0,"STRAFFORD COUNTY"
"Krichevsky, d","Somersworth Ward 5",0,"STRAFFORD COUNTY"
"Moroz, d","Somersworth Ward 5",0,"STRAFFORD COUNTY"
"Patrick, d","Somersworth Ward 5",1,"STRAFFORD COUNTY"
"Sanders, d","Somersworth Ward 5",135,"STRAFFORD COUNTY"
"Sestak, d","Somersworth Ward 5",0,"STRAFFORD COUNTY"
"Sloan, d","Somersworth Ward 5",0,"STRAFFORD COUNTY"
"Steyer, d","Somersworth Ward 5",14,"STRAFFORD COUNTY"
"Thistle, d","Somersworth Ward 5",1,"STRAFFORD COUNTY"
"Torgesen, d","Somersworth Ward 5",0,"STRAFFORD COUNTY"
"Warren, d","Somersworth Ward 5",20,"STRAFFORD COUNTY"
"Wells, d","Somersworth Ward 5",0,"STRAFFORD COUNTY"
"Williamson, d","Somersworth Ward 5",0,"STRAFFORD COUNTY"
"Yang, d","Somersworth Ward 5",14,"STRAFFORD COUNTY"
"Scatter","Somersworth Ward 5",0,"STRAFFORD COUNTY"
"Bennet, d","Strafford",4,"STRAFFORD COUNTY"
"Biden, d","Strafford",72,"STRAFFORD COUNTY"
"Booker, d","Strafford",0,"STRAFFORD COUNTY"
"Boyd, d","Strafford",0,"STRAFFORD COUNTY"
"Bullock, d","Strafford",0,"STRAFFORD COUNTY"
"Burke, d","Strafford",0,"STRAFFORD COUNTY"
"Buttigieg, d","Strafford",230,"STRAFFORD COUNTY"
"Castro, d","Strafford",0,"STRAFFORD COUNTY"
"De La Fuente, d","Strafford",0,"STRAFFORD COUNTY"
"Delaney, d","Strafford",0,"STRAFFORD COUNTY"
"Dunlap, d","Strafford",0,"STRAFFORD COUNTY"
"Ellinger, d","Strafford",0,"STRAFFORD COUNTY"
"Gabbard, d","Strafford",40,"STRAFFORD COUNTY"
"Gleiberman, d","Strafford",0,"STRAFFORD COUNTY"
"Greenstein, d","Strafford",0,"STRAFFORD COUNTY"
"Harris, d","Strafford",0,"STRAFFORD COUNTY"
"Hewes, d","Strafford",0,"STRAFFORD COUNTY"
"Klobuchar, d","Strafford",204,"STRAFFORD COUNTY"
"Koos, d","Strafford",1,"STRAFFORD COUNTY"
"Kraus, d","Strafford",0,"STRAFFORD COUNTY"
"Krichevsky, d","Strafford",0,"STRAFFORD COUNTY"
"Moroz, d","Strafford",0,"STRAFFORD COUNTY"
"Patrick, d","Strafford",3,"STRAFFORD COUNTY"
"Sanders, d","Strafford",268,"STRAFFORD COUNTY"
"Sestak, d","Strafford",0,"STRAFFORD COUNTY"
"Sloan, d","Strafford",1,"STRAFFORD COUNTY"
"Steyer, d","Strafford",39,"STRAFFORD COUNTY"
"Thistle, d","Strafford",0,"STRAFFORD COUNTY"
"Torgesen, d","Strafford",0,"STRAFFORD COUNTY"
"Warren, d","Strafford",76,"STRAFFORD COUNTY"
"Wells, d","Strafford",0,"STRAFFORD COUNTY"
"Williamson, d","Strafford",1,"STRAFFORD COUNTY"
"Yang, d","Strafford",29,"STRAFFORD COUNTY"
"Scatter","Strafford",0,"STRAFFORD COUNTY"
"Bennet, d","Acworth",0,"SULLIVAN COUNTY"
"Biden, d","Acworth",13,"SULLIVAN COUNTY"
"Booker, d","Acworth",0,"SULLIVAN COUNTY"
"Boyd, d","Acworth",0,"SULLIVAN COUNTY"
"Bullock, d","Acworth",0,"SULLIVAN COUNTY"
"Burke, d","Acworth",0,"SULLIVAN COUNTY"
"Buttigieg, d","Acworth",40,"SULLIVAN COUNTY"
"Castro, d","Acworth",0,"SULLIVAN COUNTY"
"De La Fuente, d","Acworth",0,"SULLIVAN COUNTY"
"Delaney, d","Acworth",0,"SULLIVAN COUNTY"
"Dunlap, d","Acworth",0,"SULLIVAN COUNTY"
"Ellinger, d","Acworth",0,"SULLIVAN COUNTY"
"Gabbard, d","Acworth",6,"SULLIVAN COUNTY"
"Gleiberman, d","Acworth",0,"SULLIVAN COUNTY"
"Greenstein, d","Acworth",0,"SULLIVAN COUNTY"
"Harris, d","Acworth",0,"SULLIVAN COUNTY"
"Hewes, d","Acworth",0,"SULLIVAN COUNTY"
"Klobuchar, d","Acworth",33,"SULLIVAN COUNTY"
"Koos, d","Acworth",0,"SULLIVAN COUNTY"
"Kraus, d","Acworth",0,"SULLIVAN COUNTY"
"Krichevsky, d","Acworth",0,"SULLIVAN COUNTY"
"Moroz, d","Acworth",0,"SULLIVAN COUNTY"
"Patrick, d","Acworth",0,"SULLIVAN COUNTY"
"Sanders, d","Acworth",91,"SULLIVAN COUNTY"
"Sestak, d","Acworth",0,"SULLIVAN COUNTY"
"Sloan, d","Acworth",0,"SULLIVAN COUNTY"
"Steyer, d","Acworth",4,"SULLIVAN COUNTY"
"Thistle, d","Acworth",0,"SULLIVAN COUNTY"
"Torgesen, d","Acworth",0,"SULLIVAN COUNTY"
"Warren, d","Acworth",19,"SULLIVAN COUNTY"
"Wells, d","Acworth",0,"SULLIVAN COUNTY"
"Williamson, d","Acworth",0,"SULLIVAN COUNTY"
"Yang, d","Acworth",6,"SULLIVAN COUNTY"
"Scatter","Acworth",0,"SULLIVAN COUNTY"
"Bennet, d","Charlestown",2,"SULLIVAN COUNTY"
"Biden, d","Charlestown",69,"SULLIVAN COUNTY"
"Booker, d","Charlestown",0,"SULLIVAN COUNTY"
"Boyd, d","Charlestown",0,"SULLIVAN COUNTY"
"Bullock, d","Charlestown",0,"SULLIVAN COUNTY"
"Burke, d","Charlestown",1,"SULLIVAN COUNTY"
"Buttigieg, d","Charlestown",162,"SULLIVAN COUNTY"
"Castro, d","Charlestown",0,"SULLIVAN COUNTY"
"De La Fuente, d","Charlestown",0,"SULLIVAN COUNTY"
"Delaney, d","Charlestown",0,"SULLIVAN COUNTY"
"Dunlap, d","Charlestown",0,"SULLIVAN COUNTY"
"Ellinger, d","Charlestown",0,"SULLIVAN COUNTY"
"Gabbard, d","Charlestown",28,"SULLIVAN COUNTY"
"Gleiberman, d","Charlestown",0,"SULLIVAN COUNTY"
